timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1779171048758,7,SSE 探活 Health,200,,SSE 流式 Chat 压测 2-1,text,true,,671,127,1,1,http://localhost/api/agent/health,7,0,0
1779171048768,23,SSE 创建会话,200,,SSE 流式 Chat 压测 2-1,text,true,,410,196,1,1,http://localhost/api/agent/sessions,23,0,0
1779171048793,3808,SSE 流式 Chat,200,,SSE 流式 Chat 压测 2-1,text,true,,3487,240,1,1,http://localhost/api/agent/chat/stream?user_id=1&session_id=4a0082d3716a463aae0c26617df6e6e7&message=%E4%BE%BF%E7%A7%98%E6%80%8E%E4%B9%88%E5%8A%9E,386,0,0
1779171052605,7,SSE 探活 Health,200,,SSE 流式 Chat 压测 2-1,text,true,,671,127,1,1,http://localhost/api/agent/health,7,0,0
1779171052615,21,SSE 创建会话,200,,SSE 流式 Chat 压测 2-1,text,true,,410,196,1,1,http://localhost/api/agent/sessions,21,0,0
1779171052640,2119,SSE 流式 Chat,200,,SSE 流式 Chat 压测 2-1,text,true,,2346,240,1,1,http://localhost/api/agent/chat/stream?user_id=1&session_id=21c2f8214a924fb98abc8bd5a912132f&message=%E6%88%91%E4%BB%8A%E5%A4%A9%E5%A4%B4%E7%97%9B,327,0,0
1779171054763,9,SSE 探活 Health,200,,SSE 流式 Chat 压测 2-1,text,true,,671,127,1,1,http://localhost/api/agent/health,9,0,0
1779171054774,22,SSE 创建会话,200,,SSE 流式 Chat 压测 2-1,text,true,,410,196,1,1,http://localhost/api/agent/sessions,22,0,0
1779171054798,3543,SSE 流式 Chat,200,,SSE 流式 Chat 压测 2-1,text,true,,3417,231,1,1,http://localhost/api/agent/chat/stream?user_id=1&session_id=85ea4aaee87545cbb97e0abb7f9ea00b&message=%E5%8F%A3%E8%85%94%E6%BA%83%E7%96%A1,390,0,0
1779171058344,10,SSE 探活 Health,200,,SSE 流式 Chat 压测 2-1,text,true,,671,127,1,1,http://localhost/api/agent/health,10,0,0
1779171058357,23,SSE 创建会话,200,,SSE 流式 Chat 压测 2-1,text,true,,410,196,1,1,http://localhost/api/agent/sessions,23,0,0
1779171058383,2240,SSE 流式 Chat,200,,SSE 流式 Chat 压测 2-1,text,true,,2176,224,1,1,http://localhost/api/agent/chat/stream?user_id=1&session_id=75ad2ad382af40279e2d1aa18b68471c&message=%E5%8F%91%E7%83%A738%E5%BA%A6,520,0,0
1779171060626,6,SSE 探活 Health,200,,SSE 流式 Chat 压测 2-1,text,true,,671,127,1,1,http://localhost/api/agent/health,5,0,0
1779171060634,20,SSE 创建会话,200,,SSE 流式 Chat 压测 2-1,text,true,,410,196,1,1,http://localhost/api/agent/sessions,20,0,0
1779171060656,2577,SSE 流式 Chat,200,,SSE 流式 Chat 压测 2-1,text,true,,2599,249,1,1,http://localhost/api/agent/chat/stream?user_id=1&session_id=48aaed174c4643519b2ae79665fe9b30&message=%E6%8B%89%E8%82%9A%E5%AD%90%E5%A5%BD%E5%87%A0%E5%A4%A9,283,0,0
1779171063237,8,SSE 探活 Health,200,,SSE 流式 Chat 压测 2-1,text,true,,671,127,1,1,http://localhost/api/agent/health,8,0,0
1779171063248,24,SSE 创建会话,200,,SSE 流式 Chat 压测 2-1,text,true,,410,196,1,1,http://localhost/api/agent/sessions,24,0,0
1779171063277,5210,SSE 流式 Chat,200,,SSE 流式 Chat 压测 2-1,text,true,,5075,240,1,1,http://localhost/api/agent/chat/stream?user_id=1&session_id=d5ddec1868c749a9aead7e557e3ddf21&message=%E8%80%B3%E9%B8%A3%E6%80%8E%E4%B9%88%E5%8A%9E,332,0,0
